Item ID,Barcode / gtin,Google Category,Google Sub Category,Google third layer Category,Product Name,Product Category,,,,,,,,,,
63d1fc7a58a65f00232a0e62,34844712,string:mature,string:erotic,string:sex_toys,【情人節限定預購】浪漫愛神維納斯套裝 (男女情侶) (網店限定),,,,,,,,,,,
63d1fc7a58a65f00232a0e62,81670213,string:mature,string:erotic,string:sex_toys,【情人節限定預購】浪漫愛神維納斯套裝 (男女情侶) (網店限定),,,,,,,,,,,
63d1fcddcffd4500208fd473,91131979,string:mature,string:erotic,string:sex_toys,【情人節限定預購】浪漫愛神維納斯套裝 (男男情侶) (網店限定),,,,,,,,,,,
63d1fcddcffd4500208fd473,97661112,string:mature,string:erotic,string:sex_toys,【情人節限定預購】浪漫愛神維納斯套裝 (男男情侶) (網店限定),,,,,,,,,,,
63d1fcddcffd4500208fd473,85465982,string:mature,string:erotic,string:sex_toys,【情人節限定預購】浪漫愛神維納斯套裝 (男男情侶) (網店限定),,,,,,,,,,,
63d1fcddcffd4500208fd473,93316093,string:mature,string:erotic,string:sex_toys,【情人節限定預購】浪漫愛神維納斯套裝 (男男情侶) (網店限定),,,,,,,,,,,
63d1fb88d76afa001a514f20,79317738,string:mature,string:erotic,string:sex_toys,【情人節限定預購】浪漫愛神邱比特套裝 (女女情侶) (網店限定),,,,,,,,,,,
63d1ee50fef15b001160252e,71738695,string:mature,string:erotic,string:sex_toys,【情人節限定預購】浪漫愛神邱比特套裝 (男女情侶) (網店限定),,,,,,,,,,,
63d1ee50fef15b001160252e,50533994,string:mature,string:erotic,string:sex_toys,【情人節限定預購】浪漫愛神邱比特套裝 (男女情侶) (網店限定),,,,,,,,,,,
63d1ee50fef15b001160252e,42246267,string:mature,string:erotic,string:sex_toys,【情人節限定預購】浪漫愛神邱比特套裝 (男女情侶) (網店限定),,,,,,,,,,,
63d1ee50fef15b001160252e,42883960,string:mature,string:erotic,string:sex_toys,【情人節限定預購】浪漫愛神邱比特套裝 (男女情侶) (網店限定),,,,,,,,,,,
63d1f53071cd510014719555,66389155,string:mature,string:erotic,string:sex_toys,【情人節限定預購】浪漫愛神邱比特套裝 (男男情侶) (網店限定),,,,,,,,,,,
63d1f53071cd510014719555,36748767,string:mature,string:erotic,string:sex_toys,【情人節限定預購】浪漫愛神邱比特套裝 (男男情侶) (網店限定),,,,,,,,,,,
63d1f53071cd510014719555,21189682,string:mature,string:erotic,string:sex_toys,【情人節限定預購】浪漫愛神邱比特套裝 (男男情侶) (網店限定),,,,,,,,,,,
63d1f53071cd510014719555,11755828,string:mature,string:erotic,string:sex_toys,【情人節限定預購】浪漫愛神邱比特套裝 (男男情侶) (網店限定),,,,,,,,,,,
636c78080990500010ee677c,7.35008E+12,string:health_beauty,string:personal_care,string:feminine_sanitary_supplies,【月經做愛神器】Intimina Ziggy Cup 2 月經杯／月經碟 Size A,,,,,,,,,,,
636c78080990500010ee677c,7.35008E+12,string:health_beauty,string:personal_care,string:feminine_sanitary_supplies,【月經做愛神器】Intimina Ziggy Cup 2 月經杯／月經碟 Size B,,,,,,,,,,,
64afa2403a37180019824ed7,93445027,string:mature,string:erotic,string:sex_toys,【消費券 2023】購物金兌換券,,,,,,,,,,,
64afa2403a37180019824ed7,76706369,string:mature,string:erotic,string:sex_toys,【消費券 2023】購物金兌換券,,,,,,,,,,,
64afa2403a37180019824ed7,26699359,string:mature,string:erotic,string:sex_toys,【消費券 2023】購物金兌換券,,,,,,,,,,,
64afa2403a37180019824ed7,60790110,string:mature,string:erotic,string:sex_toys,【消費券 2023】購物金兌換券,,,,,,,,,,,
6435016279fc35000efca6c0,50320527,string:mature,string:erotic,string:sex_toys,【消費券 2023】購物金兌換券 (網店限定),,,,,,,,,,,
6435016279fc35000efca6c0,74710154,string:mature,string:erotic,string:sex_toys,【消費券 2023】購物金兌換券 (網店限定),,,,,,,,,,,
6435016279fc35000efca6c0,31741883,string:mature,string:erotic,string:sex_toys,【消費券 2023】購物金兌換券 (網店限定),,,,,,,,,,,
6435016279fc35000efca6c0,2179985,string:mature,string:erotic,string:sex_toys,【消費券 2023】購物金兌換券 (網店限定),,,,,,,,,,,
638710fa903fa70010e3e018,8719934005334-3,string:mature,string:erotic,string:sex_toys,【超值選】The Naughty And Nice 聖誕倒數月曆 2022,,,,,,,,,,,
6162f6456e690b001768e5fd,5.06035E+12,string:mature,string:erotic,string:sex_toys,【遙控震鳩器】Hot Octopuss Pulse Duo Lux 雙遙控共震飛機杯,,,,,,,,,,,
615d3c23a50b3b00182533d8,5.06035E+12,string:mature,string:erotic,string:sex_toys,【震鳩器】Hot Octopuss Pulse Solo Lux 搖控震動飛機杯,,,,,,,,,,,
640806bd8ce4660011971c2e,4.56235E+12,string:health_beauty,string:personal_care,string:deodorant_anti_perspirant,072LABO 人氣啦啦隊長汗濕的腋窩的味道 腋下止汗水,,,,,,,,,,,
64080796a1380b0020382161,4.56235E+12,string:health_beauty,string:personal_care,string:deodorant_anti_perspirant,072LABO 女學生腳臭味,,,,,,,,,,,
640808defdbdd600173cf0d9,4.56235E+12,string:health_beauty,string:personal_care,string:deodorant_anti_perspirant,072LABO 新人宿醉早上口臭,,,,,,,,,,,
63895ced839aae002e6b1188,4.89081E+12,string:mature,string:erotic,string:sex_toys,"10"" Twister 雙頭假陽具",,,,,,,,,,,
6390608c44165e001998da11,4.51822E+12,string:health_beauty,string:health_care,string:medicine_drugs,2H&2D 日本蠔皇增強丸 80 粒,,,,,,,,,,,
6390602530a7b00031b90e69,4.51822E+12,string:health_beauty,string:health_care,string:medicine_drugs,2H&2D 黑瑪卡複合營養丸 120 粒,,,,,,,,,,,
6170196d85c4e30032be557b,4.58224E+12,string:mature,string:erotic,string:sex_toys,A-ONE BLACK ROCK XXX 龜頭刺激器,,,,,,,,,,,
63e2062d06f7ea00143af596,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One BLACK ROCK黑?衝擊 絕級龜頭刺激震動器,,,,,,,,,,,
60090b9cc78e0b002ca33189,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One Chu Chu 乳頭吸啜器 三件裝,,,,,,,,,,,
62345d74e531411f625a76aa,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One Dandy Club 67 男士內褲,,,,,,,,,,,
62c7f2190c764f00298830f3,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One Deka Zori 仿真按摩棒,,,,,,,,,,,
5fec8f87c6e2460029acaa05,4.58224E+12,string:mature,string:erotic,string:sex_toys,A-One Elock Ekibe 性愛輔助帶,,,,,,,,,,,
5fef2da3559ceb0035c4a561,4.58224E+12,string:mature,string:erotic,string:sex_toys,A-One Elock M字拘束,,,,,,,,,,,
5fef2eb496eaa35e45dbf59b,4.58224E+12,string:mature,string:erotic,string:sex_toys,A-One Elock 凌辱拘束 口?足?手枷,,,,,,,,,,,
5ffa000531daa5002fb93713,4.58224E+12,string:mature,string:erotic,string:sex_toys,A-One Elock 床上捆綁系列,,,,,,,,,,,
6040a6ddc8b893002c87e0da,4.58224E+12,string:mature,string:erotic,string:sex_toys,A-One Elock 手捆綁系列,,,,,,,,,,,
5fef2c5e75408d001a40213c,4.58224E+12,string:mature,string:erotic,string:sex_toys,A-One Elock 手腳捆綁系列,,,,,,,,,,,
601d2d19e09eeb0038fefc56,4.58224E+12,string:mature,string:erotic,string:sex_toys,A-One Elock 足/手扣,,,,,,,,,,,
61651a1dd618e6003e9eba00,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One K2Man Core GV男優蒼武藏 結實後庭動漫名器飛機杯,,,,,,,,,,,
617524bba40de800113857c2,4.58224E+12,string:health_beauty,string:personal_care,string:enema_kits_supplies,A-One Medy No.1 針筒灌洗注射器 60ml,,,,,,,,,,,
61bb03cabe4484002650f2d9,4.57343E+12,string:health_beauty,string:personal_care,string:enema_kits_supplies,A-One Medy No.10 針筒注射器連膠管 150ml,,,,,,,,,,,
6197c95228249a00170cd759,4.57343E+12,string:health_beauty,string:personal_care,string:enema_kits_supplies,A-One MEDY NO.11 多功能注射器 五支,,,,,,,,,,,
61baf866656d9d0026897a55,4.57343E+12,string:health_beauty,string:personal_care,string:enema_kits_supplies,A-One Medy No.12 針筒注射器連膠管 350ml,,,,,,,,,,,
61bafe7c2548e20026143312,4.57343E+12,string:health_beauty,string:personal_care,string:enema_kits_supplies,A-One Medy No.13 針筒注射器連膠管 500ml,,,,,,,,,,,
6154367c5082590020a83119,4.58224E+12,string:health_beauty,string:personal_care,string:enema_kits_supplies,A-One Medy No.2 針筒灌洗注射器 100ml,,,,,,,,,,,
60c82507faaafb002304c10e,4.58224E+12,string:health_beauty,string:personal_care,string:enema_kits_supplies,A-One Medy No.5 簡易橡膠灌腸泵 130ml,,,,,,,,,,,
61910539e9f2f000327216c3,4.58224E+12,string:mature,string:erotic,string:sex_toys,A-One Medy No.8 口腔增寬器,,,,,,,,,,,
63b3d403599fc8001a3ac679,4.58014E+12,string:mature,string:erotic,string:sex_toys,A-ONE OROCHI SM束縛8米麻繩 黑色,,,,,,,,,,,
6167253fa203d2002385a6a7,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One SM Art 靜電 15米綁帶 紅色,,,,,,,,,,,
6167253fa203d2002385a6a7,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One SM Art 靜電 15米綁帶 銀色,,,,,,,,,,,
6167253fa203d2002385a6a7,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One SM Art 靜電 15米綁帶 黑色,,,,,,,,,,,
626a643d0fb6b0001efb7125,4.58224E+12,string:mature,string:erotic,string:sex_toys,A-one SM JOINT_007 全身枷 紅色,,,,,,,,,,,
626a643d0fb6b0001efb7125,4.58224E+12,string:mature,string:erotic,string:sex_toys,A-one SM JOINT_007 全身枷 黑色,,,,,,,,,,,
5fe3070a385026001a8a0889,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One SM 調教 W型穿戴式雙頭仿真陽具,,,,,,,,,,,
602a5b73e1272279fc699089,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One SM 調教 訓練口枷球,,,,,,,,,,,
602a60b32afd71002383a4b0,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One SM 調教 訓練口枷環連乳頭夾,,,,,,,,,,,
6012a28b3b41ae0020cdd548,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One SM 調教 鈴噹首枷,,,,,,,,,,,
6030afd648d31e002f76e7d7,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One SM 調教 陰唇開口夾,,,,,,,,,,,
6059cf9d14bb8e002306bf92,4.58224E+12,string:mature,string:erotic,string:sex_toys,A-One SM 調教 首枷,,,,,,,,,,,
60129a32d03732002f2808d8,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One SM 調教 馬韁順從頸帶連口枷,,,,,,,,,,,
6030ad7fa567640035118b97,4.58224E+12,string:mature,string:erotic,string:sex_toys,A-One SM 調教 骨頭型口枷,,,,,,,,,,,
61bc679c7fbe2200326fa6d5,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One SM 調教口塞 黑色,,,,,,,,,,,
62c7b0f3709e880026a74c31,4.58224E+12,string:mature,string:erotic,string:sex_toys,A-ONE SMart JOINT 001手枷 黑色,,,,,,,,,,,
609a167f8a92b7003885a5b2,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-ONE SM低溫蠟燭 大,,,,,,,,,,,
6086540ca55ca100119704f2,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One SM低溫蠟燭 細,,,,,,,,,,,
6059d5c0789577001af11146,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One SM調教 吸盤手枷,,,,,,,,,,,
6059d69aa9e9150038e9514f,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One SM調教 吸盤足枷,,,,,,,,,,,
602a5d9024230a00320aedfc,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One SM調教 狗帶款口枷連頸帶,,,,,,,,,,,
601292b6c2f32400298ff676,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One SM調教 貞操? (男),,,,,,,,,,,
601148c11e68d622bbbfbe6d,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One SM調教 貞操帶 (女),,,,,,,,,,,
606d2f591a9407003277660f,4.58224E+12,string:mature,string:erotic,string:sex_toys,A-One Tenge 螺旋震動假陽具,,,,,,,,,,,
616531066e1ec03c4aafe6e7,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One 仿真軟頭吸盤陽具 M碼,,,,,,,,,,,
6282722bf88350002d00cfa4,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One 元祖透明震蛋 粉紅色,,,,,,,,,,,
623369805b40520029e9da76,4.58224E+12,string:mature,string:erotic,string:sex_toys,A-One 元祖震蛋 粉紅色 【2022版】,,,,,,,,,,,
62064ff139e0a6001adfe490,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One 名器大絕景 豐潤 6.1kg 大型仿真屁股杯 (雙穴),,,,,,,,,,,
62c7ec9fb1b4fc0011cb49b1,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One 喜愛舔蛋的黑辣妹 動漫口交飛機杯,,,,,,,,,,,
62c7a4940019da001d104772,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One 夢想是保育士的新入校生 動漫名器飛機杯,,,,,,,,,,,
6229ad3cb12e37001d974705,4.58224E+12,string:mature,string:erotic,string:sex_toys,A-One 天上天下 5 仿真陽具,,,,,,,,,,,
61c0511c7025d4001d2ec675,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One 子宮姦通 飛機杯,,,,,,,,,,,
6231796def26f60033f27b5d,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One 性愛氣墊,,,,,,,,,,,
616aac6151367a00265a911b,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One 會陰壓制延時環 上級者 黑色,,,,,,,,,,,
616aac6151367a00265a911b,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One 會陰壓制延時環 初心者 黑色,,,,,,,,,,,
62315f567a1594002cc7db99,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One 本物插入 仿真陽具 S,,,,,,,,,,,
5fc4a223b7e3b3003250af33,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One 穿戴式仿真陽具,,,,,,,,,,,
6285fbac3ca866002d5473a8,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-ONE 簡單拘束繩子 10米 (紅/黑) Black 黑,,,,,,,,,,,
6285fbac3ca866002d5473a8,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-ONE 簡單拘束繩子 10米 (紅/黑) Red 紅,,,,,,,,,,,
6475a237bd567c001461fe45,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One 純國產 GYUU 動漫名器飛機杯,,,,,,,,,,,
62c6bd1d9f5f7b00329f6492,4.58224E+12,string:mature,string:erotic,string:sex_toys,A-ONE 解禁名器 ?臀倒模 尿姦 雙穴飛機杯,,,,,,,,,,,
61484a15bab71e00113b1d4b,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One 調教 短小陰莖口枷,,,,,,,,,,,
623ae98d327c7100285c06e8,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-One 麻吉琪 絕頂 動漫名器飛機杯,,,,,,,,,,,
617bf2ed0eb3f4001d180535,4.57343E+12,string:mature,string:erotic,string:sex_toys,A-ONE 黑鎖 V 魚骨型 龜頭刺激器,,,,,,,,,,,
61dc0e40a2b723002f60291d,6.77614E+11,string:mature,string:erotic,string:sex_toys,"Addiction Cocktails 5.5"" 假陽具 藍色",,,,,,,,,,,
638872a329364d345f7455c5,4.98812E+12,string:health_beauty,string:health_care,string:medicine_drugs,Alice Japan 濕身公主姬春藥 HOT 高潮膏,,,,,,,,,,,
63c51e4753d5e80017585fdd,4.98812E+12,string:health_beauty,string:health_care,string:medicine_drugs,Alice Japan 濕身公主姬春藥 催淫XXX 高潮膏,,,,,,,,,,,
5ff0717e2242ec002f14d031,72368477,string:health_beauty,string:personal_care,string:massage_relaxation,Ame arome a?me 汽泡浴球 Relaxing Green,,,,,,,,,,,
5ff071fe2242ec001a14cf88,39698207,string:health_beauty,string:personal_care,string:massage_relaxation,Ame arome a?me 汽泡浴球 Rose White,,,,,,,,,,,
5ff071ca92c37f0017011a86,55519772,string:health_beauty,string:personal_care,string:massage_relaxation,Ame arome a?me 汽泡浴球 Sexy Pink,,,,,,,,,,,
5f81a5ed2c491d7d1d352c4d,84623147,string:health_beauty,string:personal_care,string:massage_relaxation,Ame arome 保加利亞玫瑰精油浴鹽/浴後鹽,,,,,,,,,,,
6074206b6938f0003e46121f,41943,string:health_beauty,string:personal_care,string:massage_relaxation,Ame arome 保加利亞玫瑰荷荷巴油深層滋潤潤手霜,,,,,,,,,,,
608638618d63280035905af7,34916076,string:health_beauty,string:personal_care,string:deodorant_anti_perspirant,Ame arome 天然止汗香體噴霧,,,,,,,,,,,
5f81b665f163c5003ed9d886,81366168,string:health_beauty,string:personal_care,string:massage_relaxation,Ame arome 性感浪漫複方精油,,,,,,,,,,,
5fd0dcd6941c50002c9827a8,67327683,string:health_beauty,string:personal_care,string:massage_relaxation,Ame arome 放鬆複方精油,,,,,,,,,,,
5f81b34e8af8560029c5e954,82343026,string:health_beauty,string:personal_care,string:massage_relaxation,Ame arome 激情複方按摩油（女士配方）,,,,,,,,,,,
5f81abf7a00031002374674a,8206920,string:health_beauty,string:personal_care,string:massage_relaxation,Ame arome 激情複方按摩油（男士配方）,,,,,,,,,,,
5fe3457b233de60035eca02e,36109813,string:health_beauty,string:personal_care,string:massage_relaxation,Ame arome 瘦腿油,,,,,,,,,,,
5fddbc5914a6f78688e67df3,1195621,string:health_beauty,string:personal_care,string:massage_relaxation,Ame arome 瘦身去水腫按摩油,,,,,,,,,,,
5f81a422160ba00020e97e0e,25486055,string:health_beauty,string:health_care,string:medicine_drugs,Ame arome 私密美白蘆薈凝膠,,,,,,,,,,,
5f81aaa5087a9d00381801ea,69652082,string:health_beauty,string:personal_care,string:massage_relaxation,Ame arome 紓緩靜脈曲張香薰按摩油,,,,,,,,,,,
5fce17a9fea26e001a9a630d,86765554,string:health_beauty,string:personal_care,string:massage_relaxation,Ame arome 美胸香薰按摩油（胸部堅挺緊致配方）,,,,,,,,,,,
5fd0dd563eda01002c8f0b8e,91418849,string:health_beauty,string:personal_care,string:massage_relaxation,Ame arome 舒緩壓力複方精油,,,,,,,,,,,
5fd0d8ef4b3e3c00267d241d,77436795,string:health_beauty,string:personal_care,string:massage_relaxation,Ame arome 舒緩失眠複方精油,,,,,,,,,,,
5f81910efd395e0038d9947e,62470892,string:health_beauty,string:personal_care,string:massage_relaxation,Ame arome 護宮油,,,,,,,,,,,
62c6b0f1f4b44d002928dbf4,9878511,string:health_beauty,string:personal_care,string:massage_relaxation,Ame Arome 香薰噴霧 (舒緩壓力配方),,,,,,,,,,,
5f81a7ca8227da0018a7508a,27154911,string:health_beauty,string:personal_care,string:massage_relaxation,Ame arome 香薰噴霧（性感浪漫配方）,,,,,,,,,,,
646f05beecc6670017f34e3d,4.57002E+12,string:mature,string:erotic,string:sex_toys,ANOKONO Company 素人名器 ????? 24歲可愛的店務員 女優名器飛機杯,,,,,,,,,,,
62ac4036aff40f001838ebd7,37294609,string:health_beauty,string:personal_care,string:hair_care,APS body wash體驗裝,,,,,,,,,,,
62cd3812c9c55000326dc07b,74753013,string:health_beauty,string:personal_care,string:cosmetics,APS Champagne Nocturne 費洛蒙香水 10ml 女用,,,,,,,,,,,
62cd3812c9c55000326dc07b,76084519,string:health_beauty,string:personal_care,string:cosmetics,APS Champagne Nocturne 費洛蒙香水 10ml 男用,,,,,,,,,,,
62cd370306b1bf0026d5e1b5,3244324,string:health_beauty,string:personal_care,string:cosmetics,APS Crimsoned by Rum 費洛蒙香水 10ml,,,,,,,,,,,
62cd370306b1bf0026d5e1b5,34205309,string:health_beauty,string:personal_care,string:cosmetics,APS Crimsoned by Rum 費洛蒙香水 10ml 男用,,,,,,,,,,,
62cd318ccfd84a00297ff1e6,20426562,string:health_beauty,string:personal_care,string:cosmetics,APS High on Bellini 費洛蒙香水 10ml 女用,,,,,,,,,,,
62cd318ccfd84a00297ff1e6,36231430,string:health_beauty,string:personal_care,string:cosmetics,APS High on Bellini 費洛蒙香水 10ml 男用,,,,,,,,,,,
64894699446a00001d0e61f3,14913242,string:health_beauty,string:personal_care,string:hair_care,APS SCYLLA 費洛蒙護髮精華髮尾油 (Bouquet Bloom),,,,,,,,,,,
64894274eca9a9000ef55c51,6341589,string:health_beauty,string:personal_care,string:hair_care,APS SCYLLA 費洛蒙護髮精華髮尾油 (白蘭花),,,,,,,,,,,
6489421770acaf0011e2b128,34383495,string:health_beauty,string:personal_care,string:hair_care,APS SCYLLA 費洛蒙護髮精華髮尾油 (白麝香),,,,,,,,,,,
64894661b02b620014375758,30644916,string:health_beauty,string:personal_care,string:hair_care,APS SCYLLA 費洛蒙護髮精華髮尾油 (荔枝玫瑰),,,,,,,,,,,
62c55033b0c40c0634d18783,36911272,string:health_beauty,string:personal_care,string:hair_care,APS SCYLLA 費洛蒙髮尾油 (Classic Floral),,,,,,,,,,,
62c5478b8aa567001436c0f7,65849061,string:health_beauty,string:personal_care,string:hair_care,APS SCYLLA 費洛蒙髮尾油 (巨峰提子),,,,,,,,,,,
62c54c752202d00026556775,66464002,string:health_beauty,string:personal_care,string:hair_care,APS SCYLLA 費洛蒙髮尾油 (玫瑰茉莉),,,,,,,,,,,
62c53b923c16470032d33f11,25512889,string:health_beauty,string:personal_care,string:hair_care,APS SCYLLA 費洛蒙髮尾油 (白麝香味),,,,,,,,,,,
62c555f78bd99284f8150134,42927782,string:health_beauty,string:personal_care,string:hair_care,APS SCYLLA 費洛蒙髮尾油 (英國梨),,,,,,,,,,,
64895cf4096d39001daec3b5,60955,string:health_beauty,string:personal_care,string:deodorant_anti_perspirant,APS Sillage 費洛蒙身體乳液 (Classic Floral),,,,,,,,,,,
64895bc9a607e8001710f2e3,43104243,string:health_beauty,string:personal_care,string:deodorant_anti_perspirant,APS Sillage 費洛蒙身體乳液 (荔枝玫瑰),,,,,,,,,,,
64895d3c2dd654001636fd35,95912025,string:health_beauty,string:personal_care,string:deodorant_anti_perspirant,APS Sillage費洛蒙身體乳液 Bouquet Bloom,,,,,,,,,,,
64895ca01dff6e00239c0a62,60612416,string:health_beauty,string:personal_care,string:deodorant_anti_perspirant,APS Sillage費洛蒙身體乳液 白麝香,,,,,,,,,,,
61d9cd2a54b34800262fd5f3,35318824,string:health_beauty,string:personal_care,string:hair_care,APS Siren 費洛蒙 洗髮露 500ml 桃 Peach,,,,,,,,,,,
61d9cd2a54b34800262fd5f3,36857937,string:health_beauty,string:personal_care,string:hair_care,APS Siren 費洛蒙 洗髮露 500ml 玫瑰 Rose,,,,,,,,,,,
61d9cd2a54b34800262fd5f3,74704953,string:health_beauty,string:personal_care,string:hair_care,APS Siren 費洛蒙 洗髮露 500ml 英國梨味 English Pear,,,,,,,,,,,
61d9cece756c95001a000f1d,68769380,string:health_beauty,string:personal_care,string:deodorant_anti_perspirant,APS Steamy 費洛蒙 沐浴露 500ml 桃味,,,,,,,,,,,
61d9cece756c95001a000f1d,43140572,string:health_beauty,string:personal_care,string:deodorant_anti_perspirant,APS Steamy 費洛蒙 沐浴露 500ml 英國梨味,,,,,,,,,,,
61c58c180069dd001be0610d,3300452,string:health_beauty,string:personal_care,string:cosmetics,APS 費洛蒙香水 (棉花糖味),,,,,,,,,,,
61c58c180069dd001be0610d,32400822,string:health_beauty,string:personal_care,string:cosmetics,APS 費洛蒙香水 (棉花糖味) 男用 For Male,,,,,,,,,,,
61c591db9d70e40029f3803c,20811923,string:health_beauty,string:personal_care,string:cosmetics,APS 費洛蒙香水 (洗髮水香) 女用 For Female,,,,,,,,,,,
61c591db9d70e40029f3803c,53810778,string:health_beauty,string:personal_care,string:cosmetics,APS 費洛蒙香水 (洗髮水香) 男用For Male,,,,,,,,,,,
61c5906ae2e428236ce4e2ff,56350922,string:health_beauty,string:personal_care,string:cosmetics,APS 費洛蒙香水 (清新洗衣粉味) 女用 For Female,,,,,,,,,,,
61c5906ae2e428236ce4e2ff,97778009,string:health_beauty,string:personal_care,string:cosmetics,APS 費洛蒙香水 (清新洗衣粉味) 男用 For Male,,,,,,,,,,,
61c5912e1de9aa002624cdb7,51858627,string:health_beauty,string:personal_care,string:cosmetics,APS 費洛蒙香水 (牛奶味) 女用 For Female,,,,,,,,,,,
61c5912e1de9aa002624cdb7,86661647,string:health_beauty,string:personal_care,string:cosmetics,APS 費洛蒙香水 (牛奶味) 男用 For Male,,,,,,,,,,,
61c593bb566ae40020c1ec77,19147074,string:health_beauty,string:personal_care,string:cosmetics,APS 費洛蒙香水 (白麝香 - 似爽身粉香) 女用 For Female,,,,,,,,,,,
