Product ID (DO NOT EDIT),Product Name (English),Product Name (Traditional Chinese),Product Summary (English),Product Summary (Traditional Chinese),SEO Title (English),SEO Title (Traditional Chinese),SEO Description (English),SEO Description (Traditional Chinese),SEO Keywords,Hidden Product,Preorder Product,Preorder Note (English),Preorder Note (Traditional Chinese),Status,Brand,Hide Price,Regular Price,Sale Price,Product Retail Store Price,Member Price,Bronze Member Price,Silver Member Price,Gold Member Price,Unlimited Quantity,Same Price,Product Cost,SKU,Quantity (DO NOT EDIT),Update Quantity (e.g. +5 or -8),Weight(KG),Supplier,Product Tag,Variant ID (DO NOT EDIT),Variant (English) (DO NOT EDIT),Variant (Traditional Chinese) (DO NOT EDIT),Variant Quantity (DO NOT EDIT),Update Variant Quantity (e.g. +5 or -8),Variant Price,Variant Sale Price,Variant Retail Store Price,Variant Member Price,Variant Bronze Member Price,Variant Silver Member Price,Variant Gold Member Price,Variant Cost,Variant Weight(KG),Variant SKU,Location ID,MPN,Barcode,SL_STOCK_ID(DO NOT EDIT),Warehouse(DO NOT EDIT),SL_KEY0(DO NOT EDIT),SL_KEY1(DO NOT EDIT)
61baba0162bb300029089ab5,SB Temptation FA027  Black,SB 誘惑套裝 FA027 黑色,,,SB Temptation FA027  Black,SB 誘惑套裝 FA027 黑色,,SB 誘惑套裝 FA027 黑色黑色。尺碼: S/M 品牌: S-Baby國家: 中國材質：65 ％綿綸，35 ％棉尺寸：均碼，有彈性- 凍水清洗- 不可氯洗- 不可乾洗- 請自然風乾- 不可熨燙,"SB 誘惑套裝 FA027 黑色, FA027,SB 誘惑套裝,",N,N,,,Y,SB,N,98,0,,0,0,0,0,N,,7,FA027-1,0,+0,1,,,,,,,,,,,,,,,,,,,,FA027-1,61baba0162bb300029089ab9,Primary,c759b0b3be7f2f851da13aaf04695154,0eac593cde6814bc90e9a0478ea353c2
61bababc46beda001af2b70b,FINGER SKIN DX G-5 Finger Condom,FINGER SKIN DX G-5 指險套,,,NPG Finger Skin DX G-5 Finger Condom,NPG Finger Skin DX G-4 指險套,"""Finger Skin DX"" is a fun finger cot that makes caressing more pleasurable and exciting!There are countless of hidden germs on our fingertips that cannot be seen by the naked eye. For example, scratches, cuts, sharp nails, and nai",「Finger Skin DX」是一款讓愛撫更舒適的情趣手指套！指尖有許多看不見的病菌附著在指尖上。划痕、割傷、尖銳的指甲割傷、美甲裝飾品。觸摸各種東西的指尖看起來很漂亮，但實際上很不衛生。用這樣的指險套去觸碰嬌嫩的區域才是很衛生的。「Finger Skin DX」系列是一種乳膠手指套，可保護嬌嫩區域免受不衛生的指尖傷害。您可以在保持清潔的同時安心地享受手指撫摸。此外，它還帶有突起的矽尖，讓您的性事變得更加「性」福和刺激！輕易打開就可以使用，是一款衛生、安,"FINGER SKIN DX G-5, Finger skin DX G5 手指安全套, KISS ME LOVE Finger Skin DX G-5 密集小刺突點刺激指險套 6 片裝,",N,N,,,Y,NPG,N,80,0,,0,0,0,0,N,,0,21-HM-949,2,+0,1,,,,,,,,,,,,,,,,,,,,4560444119325,61bababc46beda001af2b710,Primary,da6141ccafd79b08fb743aba38e7d8b8,72d90b62fe09a21e416843978b18519d
61babdc42c432f0020095806,FINGER SKIN DX G-6 Finger Condom,FINGER SKIN DX G-6 指險套,,,NPG Finger Skin DX G-6 Finger Condom,NPG Finger Skin DX G-6 指險套,"""Finger Skin DX"" is a fun finger cot that makes caressing more pleasurable and exciting!There are countless of hidden germs on our fingertips that cannot be seen by the naked eye. For example, scratches, cuts, sharp nails, and nai",「Finger Skin DX」是一款讓愛撫更舒適的情趣手指套！指尖有許多看不見的病菌附著在指尖上。划痕、割傷、尖銳的指甲割傷、美甲裝飾品。觸摸各種東西的指尖看起來很漂亮，但實際上很不衛生。用這樣的指險套去觸碰嬌嫩的區域才是很衛生的。「Finger Skin DX」系列是一種乳膠手指套，可保護嬌嫩區域免受不衛生的指尖傷害。您可以在保持清潔的同時安心地享受手指撫摸。此外，它還帶有突起的小鐵球，讓您的性事變得更加「性」福和刺激！輕易打開就可以使用，是一款衛生、,"FINGER SKIN DX G-6, KISS ME LOVE Finger Skin DX G-6 迷你鐵球突點刺激指險套 6 片裝,",N,N,,,Y,NPG,N,80,0,,0,0,0,0,N,,0,21-HM-950,6,+0,1,,,,,,,,,,,,,,,,,,,,4560444119332,61babdc42c432f002009580b,Primary,207b6a16f6de1916b1ea0fae31b97c6b,2279a0dab72375f1579d1839db8aa37c
61bacc3fa785080023048640,Okamoto 0.01 Rich Lubricative 4's Pack PU Condom,岡本 0.01 水性聚氨酯超潤滑 4 片裝 PU 安全套,"Want to feel condomless? Okamoto 0.01 ultra-thin condom can help you! Okamoto 0.01 is a breakthrough ultra-thin Condom with a thickness of 0.01mm (0.01-0.019 mm), made of PU material, stronger than latex condoms!",想要無套感覺？Okamoto 岡本 0.01 超薄安全套幫到你！岡本 0.01 為突破性超薄Condom，厚度為0.01mm (0.01-0.019 mm)，採用PU物料，比乳膠安全套更强韌！,Okamoto 0.01 Rich Lubricative 4's Pack PU Condom,岡本 0.01 水性聚氨酯超潤滑 4 片裝 PU 安全套,"Want to feel condomless? Okamoto 0.01 ultra-thin condom can help you! Okamoto 0.01 is a breakthrough ultra-thin Condom with a thickness of 0.01mm (0.01-0.019 mm), made of PU material, stronger than latex condoms!",特色： 突破性超薄無色無臭聚氨酯(PU物料)製成，比一般安全套強韌不易穿 有更高的柔軟度及延伸度 非殺精型潤滑劑，雙面潤滑  數量：4 產地：日本 顏色：透明  尺寸： 直徑 34mm 圓周 104mm 闊度 52±2mm 長度 175±10mm 厚度 0.01-0.019 mm (岡本的檢定標準),"0.01 水性聚氨酯超潤滑, Okamoto 岡本 0.01 4片裝 PU 安全套,Okamoto ,0.01,安全套,Okamoto 岡本,岡本,水性聚氨酯超潤滑, 非乳膠安全套, 避孕套",N,N,,,Y,Okamoto 岡本,N,138,0,,0,0,0,0,N,,74.3,OK1431P04,4,+0,1,,,,,,,,,,,,,,,,,,2760,,4547691788924,61bacc3fa785080023048644,Primary,4b73fcc24dfef381ee01ebf38ef4ee3f,f527b77d2628e03243d8f807b720196c
61badf2e7fa31100325496f8,FINGER SKIN DX G-7 Finger Condom,FINGER SKIN DX G-7 指險套,,,NPG Finger Skin DX G-7 Finger Condom,NPG Finger Skin DX G-7 指險套,"""Finger Skin DX"" is a fun finger cot that makes caressing more pleasurable and exciting!There are countless of hidden germs on our fingertips that cannot be seen by the naked eye. For example, scratches, cuts, sharp nails, and nai",「Finger Skin DX」是一款讓愛撫更舒適的情趣手指套！指尖有許多看不見的病菌附著在指尖上。划痕、割傷、尖銳的指甲割傷、美甲裝飾品。觸摸各種東西的指尖看起來很漂亮，但實際上很不衛生。用這樣的指險套去觸碰嬌嫩的區域才是很衛生的。「Finger Skin DX」系列是一種乳膠手指套，可保護嬌嫩區域免受不衛生的指尖傷害。您可以在保持清潔的同時安心地享受手指撫摸。此外，它還帶有突起的小鐵球，讓您的性事變得更加「性」福和刺激！輕易打開就可以使用，是一款衛生、,"FINGER SKIN DX G-7, KISS ME LOVE Finger Skin DX G-7 迷你鐵球突點多重刺激指險套 6 片裝, Finger skin DX G7 手指安全套,",N,N,,,Y,NPG,N,80,0,,0,0,0,0,N,,0,21-HM-951,9,+0,1,,,,,,,,,,,,,,,,,,,,4560444119349,61badf2f7fa31100325496fd,Primary,e795f5f4d28b053e958f4dd30065877c,45077815dd24fd28058e5189c90e472a
61baec7183ddb004f614036f,Orgie Sexy Therapy Lips Massage Kit Apple,Orgie 唇部可食用熱感按摩油 蘋果味,Sexy Therapy Kissable Massage Oil has a pleasant warming effect and is delightfully apple flavored. This set is ideal for teasing foreplay kissing or feather-sensorial massages on erogenous zones and oral sex.,,Orgie Sexy Therapy Lips Massage Kit - STRAWBERRY,Orgie 唇部可食用熱感按摩油 蘋果味,"This Orgie Sex Therapy intimate stimulation kit incudes a sensual feather, as well as a kissable aphrodisiac oil (apple flavour) that creates a warming sensation on contact with skin. The feather can be used to titillate your",葡萄牙Orgie -LIPS MASSAGE KIT 具有舒適的溫感效果及甜蜜的蘋果味。非常適合在敏感區域和口交等前戲使用，無論接吻、親吻敏感帶或您所想到的方式都能用，隨附的羽毛更可刺激感官，結合按摩、親吻、前戲、誘惑的親蜜商品。-熱感按摩油-可食用蘋果味-包裝尺寸 : 高230×60mm-容量:100ml-附羽毛 x1-葡萄牙製造-葡萄牙進口,"Orgie Sexy Therapy Lips Massage Kit,可食用熱感按摩油, Massage Oil, 熱感按摩油, 可食用按摩油, 按摩油,Orgie 唇部可食用熱感按摩油 蘋果味,",N,N,,,Y,Orgie,N,188,0,,158,0,0,0,N,,57.8,,16,+0,1,,,,,,,,,,,,,,,,,,,,5600298351300,61baec7283ddb004f6140373,Primary,9d458badb028a1289a954ee4e0428480,11f6731353e418a7b0a648af2c5eb640
61baefaa2422d00029e67e8a,Orgie Sexy Therapy Lips Massage Kit Cotton Candy,Orgie 唇部可食用熱感按摩油 棉花糖味,Sexy Therapy Kissable Massage Oil has a pleasant warming effect and is delightfully apple flavored. This set is ideal for teasing foreplay kissing or feather-sensorial massages on erogenous zones and oral sex.,,Orgie Sexy Therapy Lips Massage Kit - CottonCandy,Orgie 唇部可食用熱感按摩油 棉花糖味,"This Orgie Sex Therapy intimate stimulation kit incudes a sensual feather, as well as a kissable aphrodisiac oil (Cotton Caddy) that creates a warming sensation on contact with skin. The feather can be used to titillate your",葡萄牙Orgie -LIPS MASSAGE KIT 具有舒適的溫感效果及甜蜜的棉花糖味。非常適合在敏感區域和口交等前戲使用，無論接吻、親吻敏感帶或您所想到的方式都能用，隨附的羽毛更可刺激感官，結合按摩、親吻、前戲、誘惑的親蜜商品。-熱感按摩油-可食用棉花糖味-包裝尺寸 : 高230×60mm-容量:100ml-附羽毛 x1-葡萄牙製造-葡萄牙進口,"Orgie Sexy Therapy Lips Massage Kit,可食用熱感按摩油, Massage Oil, 熱感按摩油, 可食用按摩油, 按摩油,Orgie 唇部可食用熱感按摩油 棉花糖味,",N,N,,3-5日,Y,Orgie,N,188,0,,158,0,0,0,N,,57.8,,0,+0,1,,,,,,,,,,,,,,,,,,,,5600298351294,61baefab2422d00029e67e8e,Primary,c54ceee15243a473aba69e5e7325b409,49bb64538cbc52428bcde9a6d616e747
61baf866656d9d0026897a55,A-One Medy No.12 Plastic Syringe with Tube 350ml,A-One Medy No.12 針筒注射器連膠管 350ml,,,A-One Medy No.12 Plastic Syringe with Tube 350ml,A-One Medy No.12 針筒注射器連膠管 350ml,"A-One has launched a syringe-type anus cleaner, a very convenient syringe with a 350ml capacity and a 37cm tube. The 4.5mm small entrance will not cause discomfort, is fast and convenient to use , and is very affordable. Inject wa",A-One 推出了針筒型的肛門清潔器，非常方便的針筒注射器，本體容量350ml，配上一條長37cm的膠管。4.5mm小型入口，不會產生不適感，快捷方便，非常實惠。注入暖水或其他後庭清洗液等，隨個人喜好，安全安心。放鬆菊花後將容器頂端置入肛門中，讓溫水或其他後庭清洗液緩入身體，大概5~10秒即可，再將水排出體外，重覆幾次待排出的水無色無味，那就差不多了。要注意的地方是，並非灌入的水越多就清得越乾淨，有的時候注入太多水，可能會把還未成形且根本不影響性愛的「前」,"MEDY no.14 長管注射器350ml, no.12 チューブ付きプラスチックシリンジ 350ml, A-One - MEDY 針筒注射器連膠管 350ml, A-One - Medy Syringe with Tube 350ml, Medy No.12 直腸洗淨浣腸注射筒 350ml,",N,N,,,Y,A-One,N,128,0,,120,0,0,0,N,,38,TOY-9909372,3,+0,1,,,,,,,,,,,,,,,,,,,,4573432996853,61baf866656d9d0026897a5a,Primary,dccc8087590060980ae2a10855a5ac0e,a109484b2d7f42072f86f173051fff89
61bafe7c2548e20026143312,A-One Medy No.13 Syringe with Tube 500ml,A-One Medy No.13 針筒注射器連膠管 500ml,,,A-One Medy No.13 Syringe with Tube 500ml,A-One Medy No.13 針筒注射器連膠管 500ml,"A-One has launched a syringe-type anus cleaner, a very convenient syringe with a 500ml capacity and a 37cm tube. The 4.5mm small entrance will not cause discomfort, is fast and convenient to use , and is very affordable. Inject wa",A-One 推出了針筒型的肛門清潔器，非常方便的針筒注射器，本體容量500ml，配上一條長37cm的膠管。4.5mm小型入口，不會產生不適感，快捷方便，非常實惠。注入暖水或其他後庭清洗液等，隨個人喜好，安全安心。放鬆菊花後將容器頂端置入肛門中，讓溫水或其他後庭清洗液緩入身體，大概5~10秒即可，再將水排出體外，重覆幾次待排出的水無色無味，那就差不多了。要注意的地方是，並非灌入的水越多就清得越乾淨，有的時候注入太多水，可能會把還未成形且根本不影響性愛的「前」,"A-One MEDY NO.13 針筒型後庭灌洗注射器 500 毫升, no.13 チューブ付きプラスチックシリンジ 500ml, A-One - MEDY 針筒注射器連膠管 500ml, MEDY NO.13 後庭清洗塑料注射器500毫升, MEDY no.13 長管注射器 500ml,",N,N,,,Y,A-One,N,168,0,,0,0,0,0,N,,52.09,TOY-9909373,5,+0,1,,,,,,,,,,,,,,,,,,,,4573432996860,61bafe7c2548e20026143317,Primary,7d582d9fa1216a94a3644151fc71171c,76cc6e8a817dea661726b3c65c3cb344
61bb03cabe4484002650f2d9,A-One Medy No.10 Syringe with Tube 150ml,A-One Medy No.10 針筒注射器連膠管 150ml,,,A-One Medy No.10 Syringe with Tube 150ml,A-One Medy No.10 針筒注射器連膠管 150ml,,,"MEDY NO.10 後庭清洗塑料注射器150毫升, no.10 チューブ付きプラスチックシリンジ150ml, A-One - Medy Syringe with Tube 150ml,  MEDY No.10長管灌腸器150ml, MEDY no.10 長管注射器150ml,",N,N,,,Y,A-One,N,98,0,,0,0,0,0,N,,29.77,TOY-9909313,2,+0,1,,,,,,,,,,,,,,,,,,,,4573432994842,61bb03cabe4484002650f2de,Primary,1d401c7b413e65903dc314e57d93d8ba,206f6ce524a64da6786bd6961b32d9a5
61bb08f4365c03002facb6d4,Tamatoys School Girls's Love Liquid Bath Seno 200ml,Tamatoys 女子校生愛液風呂特濃液體入浴劑潤滑液 200ml,,像沐浴般包覆全身的潤滑液，大量的淋上肌膚，再加上令人愉悅的“香味”，可以撩起嗅覺興奮感♪ 它是一種帶有氣味的潤滑液，讓您感受到刺激男性敏感嗅覺的瘋狂“愛液”，當您沉浸在愛液浴中時，在這同時手淫，讓刺激感倍增，您可以充分享受戀物癖的快感！,Tamatoys JK High-School Student Lubricant 120ml,Tamatoys 女子校生愛液風呂特濃液體入浴劑潤滑液 200ml,"DescriptionEnjoy this great new ""scented"" personal lotion from Tamatoys, which simulates the actual smell of the love juices of JK-chan, the character created by artist O-Uso!This is a bottle of personal lube which re-creates the ",Tamatoys JK女高中生愛液潤滑液 120ml像沐浴般包覆全身的潤滑液，大量的淋上肌膚，再加上令人愉悅的“香味”，可以撩起嗅覺興奮感♪ 它是一種帶有氣味的潤滑液，讓您感受到刺激男性敏感嗅覺的瘋狂“愛液”，當您沉浸在愛液浴中時，在這同時手淫，讓刺激感倍增，您可以充分享受戀物癖的快感！,"Tamatoys 女子校生愛液風呂特濃液體入浴劑潤滑液 200ml,Tamatoys,女子校生愛液風呂特濃液體入浴劑潤滑液,",N,N,,,Y,Tamatoys,N,162,0,,0,0,0,0,N,,76,TMT-1150,5,+0,1,,,,,,,,,,,,,,,,,,,,4589717859140,61bb08f4365c03002facb6d9,Primary,099ae8142cba19cbcdf6a77f26ec7b14,e31bc6ecbc40559c2a66f04db7f680b8
