Product ID (DO NOT EDIT),Product Name (English),Product Name (Traditional Chinese),Product Summary (English),Product Summary (Traditional Chinese),SEO Title (English),SEO Title (Traditional Chinese),SEO Description (English),SEO Description (Traditional Chinese),SEO Keywords,Hidden Product,Preorder Product,Preorder Note (English),Preorder Note (Traditional Chinese),Status,Brand,Hide Price,Regular Price,Sale Price,Product Retail Store Price,Member Price,Bronze Member Price,Silver Member Price,Gold Member Price,批發商戶 Price,Unlimited Quantity,Same Price,Product Cost,SKU,Quantity (DO NOT EDIT),Update Quantity (e.g. +5 or -8),Weight(KG),Supplier,Product Tag,Variant ID (DO NOT EDIT),Variant (English) (DO NOT EDIT),Variant (Traditional Chinese) (DO NOT EDIT),Variant Quantity (DO NOT EDIT),Update Variant Quantity (e.g. +5 or -8),Variant Price,Variant Sale Price,Variant Retail Store Price,Variant Member Price,Variant Bronze Member Price,Variant Silver Member Price,Variant Gold Member Price,Variant 批發商戶 Price,Variant Cost,Variant Weight(KG),Variant SKU,Location ID,MPN,Barcode,SL_STOCK_ID(DO NOT EDIT),Warehouse(DO NOT EDIT),SL_KEY0(DO NOT EDIT),SL_KEY1(DO NOT EDIT)
604c682815b2e9002916eed9,ToysHeart Lusty Love Masturbator,ToysHeart Lusty Love 展望欲情 飛機杯,,,ToysHeart Lusty Love Masturbator,ToysHeart Lusty Love 展望欲情 飛機杯,"Positive Girl's ""Caress""Super tight love liquid overflow spiral structureThe best decisive version of the lust series!Three kinds of pleasure structures are cleverly intertwined!・Sweet lingering love spiral fold structure・Comforta",積極女孩的『愛撫』超緊密愛液溢出螺旋結構欲情系列的最佳決定版!3種快感構造巧妙地交織組成！・甜蜜纏綿的愛情螺旋皺褶構造・舒適而醇厚的濃密愛戀顆粒構造・超真空的戀愛吸吮子宮構造外裝尺寸: 155 × 210 × 80mm商品尺寸: 140 × 75mm  內部長: 120mm商品重量: 512g (本體: 382g)日本製◎ 382g◎ 純愛肉壁螺旋構造◎ 非貫通設計◎ 可以重複清洗 材質不變形◎ 隨附潤滑液一包(12ml)〜你害羞甚麼？讓我們一起〜附屬於T,"日本Toysheart展望欲情男用飛機自慰名器, Japan Toys Heart Lusty Love Animation Girl Masturbation, Toys Heart - 展望欲情(欲情3代), 購買ToysHeart - Lusty Love Masturbator, 展望欲情, ToysHeart",N,N,,,Y,ToysHeart,N,388,0,,378,0,0,0,0,N,,150,WD0001954,5,+0,1,,,,,,,,,,,,,,,,,,,MK-TN,,4526374013492,604c682915b2e9002916eede,Primary,0bdf6803f24930b36110810c9088b07c,e23ff9c4abeabfbe3c3821911ac5cbcf
604c8792645e0e00380b06e1,ToysHeart 17 Bordeaux Masturbator New Version,ToysHeart 17歲波爾多新版 動漫飛機杯,,,ToysHeart 17 Bordeaux Masturbator New Version,ToysHeart 17歲波爾多新版 動漫飛機杯,"ToysHeart 17 Bordeaux, the third generation of this seventeen masturbation device adopts a new dual-material technology to manufacture.Countless small bubbles are added to the outer material, and the hand-held texture is particula","ToysHeart 17歲波爾多, 這十七自慰器第三代採用了嶄新的雙重物質技術來製造。外層的物質加入了無數小氣泡，手持質感特別鬆軟，有彈性。內層物質軟硬適中，無數的肉粒加強了管道內的刺激度。頂部設有子宮口，能增加刺激感，更可令龜頭感覺額外吸吮感。產品尺寸（mm）全長170 x全幅55 x內部長145裝箱尺寸（mm）W155×H210×D65產品重量（g）全盒290 主體250孔材質細布＋潤滑液","ToysHeart 17歲波爾多新版 飛機杯, Toys Heart - 17歲波爾多新版, Toys Heart - 17歲波爾多軟版新版, 17歲第5代- 波爾多(柔軟版), ToysHeart 17歲波爾多第五代自慰器, ToysHeart R17姊妹花, 〔日本原裝進口〕Toys Heart 《17歲波爾多》",N,N,,,Y,ToysHeart,N,378,348,,338,0,0,0,0,N,,106,,3,+0,1,,,,,,,,,,,,,,,,,,,,,4526374213090,604c8792645e0e00380b06e6,Primary,745a18a9c049b5fd93a93cd6e719006e,3b910d210424ebd8422ea9578f69baf5
604c8d4e5d7d72003b2ed800,ToysHeart 17 EVO Soft Masturbator New Version,ToysHeart 17歲EVO新版 柔軟型 飛機杯,,,ToysHeart 17 EVO Soft Masturbator New Version,ToysHeart 17歲EVO新版 柔軟型 飛機杯,"ToysHeart 17 EVO soft version, super soft and fluffy material, provides you with the feeling of being wrapped in gentleness. The strongest 17-year-old EVO evolution version is available!!The entangled and wet mucous membranes repr","ToysHeart 17歲EVO軟版, 超柔軟蓬鬆物料，為你提供了被溫柔包裹著的感覺，最強的17歲 EVO 進化版面世!! 內有黏膜物質糾纏濕漉漉代表著性高潮的感覺，多種不同形狀的刺激點，通過旋轉可以感受到不同的刺激感覺，進一步增加對你的刺激。因“慢慢享受”而非常受歡迎!!!非穿透，超柔軟的兩層結構，超逼真的插入感！產品尺寸（mm）全長175 x 全幅70 x 內部長145裝箱尺寸（mm）W150 x H210 x D70產品重量（g）全盒370 主體33","Toys Heart 17歲, ToysHeart 17,  17 EVO Soft 進化柔軟膣內感飛機杯, ToysHeart 17歲evo軟版第四代自慰器, 17歲系列EVO軟版, ToysHeart 名器飛機杯, Toys Heart 17歲EVO 進化版, 17歲EVO 軟版",N,N,,,Y,ToysHeart,N,368,348,,338,0,0,0,0,N,,106.2,,2,+0,1,,,,,,,,,,,,,,,,,,,,,4526374313264,604c8d4e5d7d72003b2ed805,Primary,941f8b900fc33ed5cbac47f144b3082a,d8977b3296570bffabe7e97cda7e28e0
604c9015d57e42001dd2704d,NPG  Meiki no Syoumei No.012 Eimi Fukada,NPG 名器の証明  No.012 深田詠美,,,NPG - Meiki no Syoumei No.012 Eimi Fukada,NPG - 名器之証明No.012 深田詠美(深田えいみ),"Making her debut at the tender age of 18 under the name Amami Kokoro, Eimi Fukada has quickly become a household name when it comes to Japanese adult videos. It was only a question of time before a meiki masturbator was created as",NPG - 名器之証明 No.012 深田詠美 (深田えいみ) ，是名器神話系列中的第12彈，將人氣女優深田詠美 的陰部完美複製，重量高達600克，採用了外軟內更軟的製造方法，號稱能帶出一種無限纏繞和超真實的感覺。外層軟身的物料，讓你手持時感覺極像深田的肌膚，再在插入時，通過潤滑油和肉層的磨合，緊緻，貼服，在你巨龍身上慢慢的按摩，輕撫，配合因極軟素材帶出的強勁吸啜力，搾乾你的一切！外形尺寸：230 x 145 x 110毫米外觀重量：1162g產品尺寸：全,"NPG - 名器之証明No.012 深田詠美, 深田詠美, 名器之証明 深田詠美",N,N,,預購(7-14日),Y,NPG,N,688,598,,0,0,0,0,0,N,,355,NP229XH80,7,+0,1,,,,,,,,,,,,,,,,,,,,,4571165976203,604c9015d57e42001dd27053,Primary,767e4d87edd1ffd1419f8bcf894a9ca1,44d70f71a99379c80ef1f09b388e6550
604c97c9d57e42002cd2743b,KMP PREMIUM HOLE Yui Hatano Masturbator,KMP PREMIUM HOLE 波多野結衣 女優名器飛機杯,,,KMP PREMIUM HOLE Yui Hatano Masturbator,KMP PREMIUM HOLE 波多野結衣 女優名器飛機杯,"KMP - Premium Hole Yui Hatano is KMP's new entry-level Meiki. Made of hard material, it can offer you a strong stimulating and compact. It is also very suitable for use with inflatable dolls. The product used high-quality material","波多野結衣天使的臉孔、魔鬼般的身材再配合上傾力演出，讓人氣女優 － 波多野結衣 多次成功企穩「最賣座 AV 女優」的寶座，陪伴過大部份男士們多個夜晚。 這款 KMP PREMIUM HOLE 飛機杯以真實肌膚質感及旋轉吸吮式作賣點。在所屬 Premium Hole 系列中已累積售出超過 80,000 個！若想感受女神的啜吸功力，這個產品最適合不過了","波多野結衣, KMP PREMIUM HOLE 波多野結衣,  波多野結衣 名器",N,N,,兩星期後出貨,Y,KMP,N,158,139,,0,0,0,0,0,N,,48.81,TOY-9001028,0,+0,1,,,,,,,,,,,,,,,,,,,,,4571436831989,604c97cad57e42002cd2743f,Primary,ffe290b13abfef5ff4db968142c564e8,4892753bf985d463a0bc7237bdf7f0a5
604c9bb25d7d72002f2ed918,KMP 鬼フェラホール Yui Hatano Masturbator,KMP 鬼之口交洞穴 波多野結衣 口交飛機杯,,,KMP 鬼フェラホール Yui Hatano Masturbator,KMP 鬼之口交洞穴 波多野結衣 口交飛機杯,"Reproduce the true mouth of Yui Hatano  You can enjoy advanced virtual oral sex quality! Two-layer structure of high mucosal feeling. There are hard plastic teeth at the entrance of the tube, The tongue-shaped stimulating block an",重現波多野結衣的真實之口您可以享受高級虛擬口交品質！兩層結構的高粘膜的感覺。管內入口處設有硬質塑膠牙齒，舌形刺激塊及模仿真人的上齶的坑紋，感覺更逼真。而且末端球狀空間使真空吸感大大提高！快來投入波多野的吹奏地獄啦！硬硬的牙齒讓小頭有著與平常不同的刺激性此自慰套令你感受插入到喉嚨深處的感覺柔軟濕潤吸啜的上顎真實感的喉部深處形狀！體現喉部的緊縮刺激！頂部令你爽快地放出！2層硬度適合的高黏膜內壁層舌頭蠕動刺激龜頭提高真實感肉厚達360g,"口交杯, 口交款名器飛機杯, 日本KMP 口內鬼畜波多野結衣口交自慰器, 日本KMP完全名器, 真實之口波多野結衣飛機杯, 購買KMP - 鬼吹- 波多野結衣口交自慰器, KMP, 日本KMP , 口交名器, 波多野結衣飛機杯自慰器, 日本KMP＊鬼フェラホール波多野結衣の淫靡之口再現, 口內鬼畜波多野結衣口交自慰器",N,N,,,Y,KMP,N,278,0,,0,0,0,0,0,N,,98.83,TOY-9001018,9,+0,1,,,,,,,,,,,,,,,,,,,,,4571436692603,604c9bb25d7d72002f2ed91d,Primary,9a90b66cc2ac9e358dcc2575d9f8978d,13126cf1caa411fb73794030d705feb6
604ef63a6c32cb00204839b7,"lovetoy Flawless Penis Sleeve +2"" - Clear",lovetoy Flawless 陰莖套 ＋2'' - 透明,,,"Lovetoy Flawless Penis Sleeve +2"" - Clear",Lovetoy Flawless 陰莖套 ＋2'' - 透明,"Diameter (cm): 4Length (cm): 19Colour: Material: TPEBrand: LovetoyCountry: ChinaWarranty (months): 12A sight for the most erotic of fantasies, LOVETOY shameless clear series will help you discover new levels of pleasure! Sculpted ",直徑(厘米): 4長度(厘米): 19顏色: 材料: 熱塑性彈性體品牌: Lovetoy國家: 中國保養維修(月數): 12LOVETOY透明系列是最色情的幻想景界，將幫助您發現新的愉悅水平！ 雕刻出超現實主義的感覺，獨特的彎曲感帶來最大的動感。 這種對皮膚安全的透明玩具是性玩具玩家的理想選擇。 它會激發令人興奮的可能性和無盡的樂趣，激發您的性愛遊戲。此陰莖套增加30％的周長和2英寸長，幫助增強您的陰莖。 這款逼真的TPR套筒的外觀經過精心設計，可讓您的伴,"Lovetoy Flawless 陰莖套 ＋2'' - 透明, Lovetoy - Flawless Clear Penis Sleeve 2 inches 完美無瑕陽具, Lovetoy．Flawless Clear冰雪無暇系列可增粗30%增長2吋, 【現貨】【Lovetoy原廠貨】高仿真龜頭+膚紋增粗增長透明水晶",N,N,,,Y,,N,118,0,,0,0,0,0,0,N,,33,LO871MD33,3,+0,1,,,,,,,,,,,,,,,,,,,LV314014,,6970260909136,604ef63b6c32cb00204839bc,Primary,0440ce8655190082b103f846e164bb5a,aed9c5357d732b318cf8f37ebec21fb3
604ef90464f755003b2bea75,"lovetoy Flawless Penis Sleeve +1"" - Clear",lovetoy Flawless 陰莖套 ＋1'' - 透明,,,"Lovetoy Flawless Penis Sleeve +1"" - Clear",Lovetoy Flawless 陰莖套 ＋1'' - 透明,"Diameter (cm): 3.5 Length (cm): 15.5 Color:  Material: TPE Brand: Lovetoy Country: China Warranty (months): 12 A sight for the most erotic of fantasies, LOVETOY shameless clear series will help you discover new levels of pleasure!",直徑(厘米): 3.5 長度(厘米): 15.5 顏色:  材料: 熱塑性彈性體 品牌: Lovetoy 國家: 中國 保養維修(月數): 12  LOVETOY透明系列是最色情的幻想景界，將幫助您發現新的愉悅水平！ 雕刻出超現實主義的感覺，獨特的彎曲感帶來最大的動感。  這種對皮膚安全的透明玩具是性玩具玩家的理想選擇。 它會激發令人興奮的可能性和無盡的樂趣，激發您的性愛遊戲。  此陰莖套增加30％的周長和1英寸長，幫助增強您的陰莖。 這款逼真的TPR套筒,"購買Lovetoy - Flawless 陰莖套Add 1'' - 透明, Lovetoy - Flawless Clear Penis Sleeve 1 inch 完美無瑕的陽具, Lovetoy．Flawless Clear冰雪無暇系列可增粗30%增長1吋, 【現貨】【Lovetoy原廠貨】高仿真龜頭",N,N,,,Y,,N,118,0,,0,0,0,0,0,N,,20.52,LO686UR67,4,+0,1,,,,,,,,,,,,,,,,,,,LV314013,,6970260909129,604ef90564f755003b2bea7a,Primary,960f782c1e75b69f84d762ad1622abce,d175586cdff9e02a3b60eb9c4f453b25
604efd88180b5c001a0df7cf,"lovetoy Soft Ejaculation Cock with Ball 9""","lovetoy 仿射精假陽具 9""",,,"Lovetoy Soft Ejaculation Cock with Ball 9""","Lovetoy 仿射精假陽具 9""","Diameter (cm): 4.6 Length (cm): 22.9 Size: L Color: Material: TPEBrand: LovetoyCountry: ChinaInsertable length (cm): 17.8 Warranty (months): 12 Enjoy lots of horny, squirting fun with this soft, realistic penis dildo. It sucks up ",直徑(厘米): 4.6 長度(厘米): 22.9 尺碼: L 顏色: 材料: 熱塑性彈性體品牌: Lovetoy國家: 中國可插入長度(厘米): 17.8 保養維修(月數): 12這款柔軟逼真的陰莖假陽具可為您帶來許多樂趣。 它會吸收任何液體並將其噴出。 警告：請勿使用礦物油或油基產品作為潤滑劑，因為它們可能會使玩具變質。 *請使用水性潤滑劑超級逼真的柔軟細緻假陽具球體和紋理增強了內部感覺無臭，柔軟安全的TPE材料吸盤可免提或安全帶玩耍易於使用的液體儲存球,"Lovetoy 仿射精假陽具 9"", 男人和女人自慰棒, 仿真按摩棒, 陽具射精, 仿真陽具噴水自慰器, 吸盤陰莖, Lovetoy",N,N,,,Y,,N,288,0,,0,0,0,0,0,N,,99,LO211SI30,1,+0,1,,,,,,,,,,,,,,,,,,,LV316003,,6970260908986,604efd89180b5c001a0df7d5,Primary,83cffea6a996b188595c07753679a5aa,e9b1b1a4bdfcc3da003f8dcde89d8fb0
604f018bd0755d003b50e185,EXE Eimi Fukada Vibro Masturbator Black,EXE 狂亂淫靡 深田詠美 震動飛機杯 黑色,,,EXE Eimi Fukada Vibro Masturbator Black,EXE 狂亂淫靡 深田詠美 震動飛機杯 黑色,"Now there is an electric toy that can shake the whole meat stick!The fully waterproof electric toy has 9 different powerful vibration modes, which can cover the whole, the insertion width is about 1cm, and has 9 powerful vibration",現在有一個能震動整個肉棒的電動玩具了 !完全防水的電動玩具，有9種不同的強力振動模式，可包整個，插入寬度約1cm，並具有9種強力振動模式 !一遍又一遍！ 連續刺激十二個連續褶皺和360度隨機褶皺，以及規則排列的穀物疣的刺激，帶來前所未有的愉悅！此外，您可以通過握住電袋享受各種選擇的壓力感！不僅杜松子酒的演奏，而且身體都有縫隙，即使在柔軟的狀態下，您也可以享受樂趣！請享受瘋狂和刺激！ !!配件 : 磁鐵型USB充電線-產品尺寸 : V175 x H 135 ,"EXE 狂亂淫靡 深田詠美 震動飛機杯 黑色, 日本EXE 狂亂淫靡AV女優深田詠美顛抖高潮深喉吸啜電動飛機杯, 日本EXE狂亂淫靡AV女優深田詠美真的去了!!深喉嚨電動吸引器, 日本進口_EXE - 狂亂淫靡AV女優深田詠美(深田えいみ) 龜頭震動器, EXE-狂亂淫靡AV女優深田詠美360包裹震動飛機杯,",N,N,,,Y,EXE,N,568,468,,438,0,0,0,0,N,,131,UGAN-181,0,+0,1,,,,,,,,,,,,,,,,,,,,,4573423125965,604f018bd0755d003b50e18a,Primary,134b0b3e724e5c5749207d56a2be497e,a7df6811d9a4d0182d1563b84978dbaa
