Product ID (DO NOT EDIT),Product Name (English),Product Name (Traditional Chinese),Product Summary (English),Product Summary (Traditional Chinese),SEO Title (English),SEO Title (Traditional Chinese),SEO Description (English),SEO Description (Traditional Chinese),SEO Keywords,Hidden Product,Preorder Product,Preorder Note (English),Preorder Note (Traditional Chinese),Status,Brand,Hide Price,Regular Price,Sale Price,Product Retail Store Price,Member Price,Bronze Member Price,Silver Member Price,Gold Member Price,批發商戶 Price,Unlimited Quantity,Same Price,Product Cost,SKU,Quantity (DO NOT EDIT),Update Quantity (e.g. +5 or -8),Weight(KG),Supplier,Product Tag,Variant ID (DO NOT EDIT),Variant (English) (DO NOT EDIT),Variant (Traditional Chinese) (DO NOT EDIT),Variant Quantity (DO NOT EDIT),Update Variant Quantity (e.g. +5 or -8),Variant Price,Variant Sale Price,Variant Retail Store Price,Variant Member Price,Variant Bronze Member Price,Variant Silver Member Price,Variant Gold Member Price,Variant 批發商戶 Price,Variant Cost,Variant Weight(KG),Variant SKU,Location ID,MPN,Barcode,SL_STOCK_ID(DO NOT EDIT),Warehouse(DO NOT EDIT),SL_KEY0(DO NOT EDIT),SL_KEY1(DO NOT EDIT)
5fc5fad5db422d0014d2285c,Bijoux Indiscrets - Magnifique Whip Necklace Silver,Bijoux Indiscrets Magnifique 奢華鞭子項鍊 銀色,,,Bijoux Indiscrets - Magnifique Whip Necklace Silver,Bijoux Indiscrets Magnifique 奢華鞭子項鍊,The touch of metal chains on your skin awakes your imagination...A collar that looks suitable enough for any occasion and a whip that punishes with pleasure. Welcome to the world of soft bondage!- Dual use! An elegant necklace for,,"Bijoux Indiscrets , Bijoux Indiscrets Magnifique , Magnifique Whip Necklace, Bijoux Indiscrets 項鍊, BIJOUX INDISCRETS Magnifique 金色流蘇鞭子項鍊,",N,N,,,Y,Bijoux Indiscrets,N,398,348,,0,0,0,0,0,N,,138.4,E27512,2,+0,1,,,,,,,,,,,,,,,,,,,,,8436562010959,5fc5fad5db422d0014d22861,Primary,972996a87bc1e41d1ff2e730b3cf270e,d69a8c75021ed0d4dd29024667a2fe3f
5fc60809ea4ef5002745b6ce,Bijoux Indiscrets Maze Wide Choker Black,Bijoux Indiscrets Maze Wide 頸圈 黑色,,,Bijoux Indiscrets Maze Wide Choker Black,Bijoux Indiscrets Maze Wide 頸圈 黑色,Collar with leash. Combine with your favourite outts and lingerie. Detachable leash that can also be used with other MAZE items. Perfect for guiding your partner's movements.100% adjustable100% veganMaterial: polyurethane,Maze 頸圈+皮帶附有皮帶的SM頸圈，可以配搭你最喜愛的服裝和內衣。也可以與Maze 系列其它配件配搭使用，非常適合用來調教你的伴侶。特色：- 100% 可調較- 100% Vegan- 聚氨酯製造,"SM 頸圈, Bijoux Indiscrets 香港,Maze Wide Choker,Bijoux Indiscrets 頸圈, SM 頸圈, 德國-Bijoux Maze Wide Choker -Black, Bijoux Maze Wide Choker, Bijoux Indiscrets Maze,",N,N,,,Y,Bijoux Indiscrets,N,398,0,,0,0,0,0,0,N,,170.62,E27625,0,+0,1,,,,,,,,,,,,,,,,,,,,,8436562011116,5fc60809ea4ef5002745b6d3,Primary,11d7017bf82c37451a39c15d5b2c8bb3,feebb67686dead7862ce0979a1a2d827
5fc60f286ccd60002c6bd7d5,Dona Scented Massage Oil Blushing Berry 110ml,Dona Scented Massage Oil 費洛蒙香味按摩油 香甜莓果 110ml,,,Dona Scented Massage Oil Blushing Berry,Dona Scented Massage Oil 費洛蒙香味按摩油 香甜莓果,Entrance your lover with DONA Scented Massage Oil. Our love-struck blend of aphrodisiacs &amp; pheromones and intoxicating aromas will leave skin beautifully scented and irresistible to the touch.Features:- Aphrodisiac &amp; phero,用我哋嘅Dona蠟燭燃點你嘅感官啦！我哋嘅香味由催情劑及費洛蒙混合而成，能夠你嘅皮膚留下迷人嘅香味同埋難以抗拒嘅觸感。特色：－ 由催情劑及費洛蒙調製而成－ 不油膩、香味持久配方－ 滋潤及喚醒皮膚,"DONA Scented Massage Oil 香味按摩油,Dona Scented Massage Oil,Dona Massage Oil,Dona Scented Aphrodisiac & Pheromone Massage Oil,美國DONA · 按摩油,DONA Massage Oils,Dona按摩油",N,N,,,Y,Dona,N,128,0,,0,0,0,0,0,N,,42.26,E26837,5,+0,1,,,,,,,,,,,,,,,,,,,,,796494405178,5fc60f296ccd60002c6bd7dc,Primary,c51b79e137539280e77c19abe985fb84,ca63afff9455d71ffe6a62d2f9345f33
5fc61213f97134003bc33961,Dona Scented Massage Oil Sinful Spring 110ml,Dona Scented Massage Oil 費洛蒙香味按摩油 誘罪春色 110ml,,,Dona Scented Massage Oil Sinful Spring 110ml,Dona Scented Massage Oil 費洛蒙香味按摩油 誘罪春色 110ml,Entrance your lover with DONA Scented Massage Oil. Our love-struck blend of aphrodisiacs &amp; pheromones and intoxicating aromas will leave skin beautifully scented and irresistible to the touch.Features:- Aphrodisiac &amp; phero,用我哋嘅Dona蠟燭燃點你嘅感官啦！我哋嘅香味由催情劑及費洛蒙混合而成，能夠你嘅皮膚留下迷人嘅香味同埋難以抗拒嘅觸感。特色：－ 由催情劑及費洛蒙調製而成－ 不油膩、香味持久配方－ 滋潤及喚醒皮膚,"DONA Scented Massage Oil 香味按摩油,Dona Scented Massage Oil,Dona Massage Oil,Dona Scented Aphrodisiac & Pheromone Massage Oil,美國DONA · 按摩油,DONA Massage Oils,Dona按摩油",N,N,,,Y,Dona,N,128,0,,0,0,0,0,0,N,,42.26,E26839,3,+0,1,,,,,,,,,,,,,,,,,,,,,796494405192,5fc61214f97134003bc33968,Primary,4806dfb653979cbec7cb1e3036831334,a5ba6bb651587322b9c27b2474f2d9a2
5fc615caa968ad0023a305a7,Dona Let Me Touch You Massage Gift Set Scented (3 x 30 ml),Dona Let Me Touch You 香薰按摩禮盒（3x30ml）,,,Dona Massage Gift Set Scented (3 x 30 ml),Dona 香薰按摩禮盒（3x30ml）,"Entrance your lover with the DONA Scented Massage Oil Gift Set. In 3 indulgent fragrances to suit all your moods, DONA Scented Massage Oil is infused with aphrodisiacs and pheromones to ignite your desire for one another while rel",Dona 香薰按摩禮盒香薰按摩油3合1套裝，三種香味適合不同心情使用。Dona 香薰按摩油由催情素和費洛蒙調配而成，可以放鬆身心，消除緊張，同時能激發起您的慾望。特色：－ 由催情劑及費洛蒙調製而成－ 不油膩、香味持久配方－ 滋潤及喚醒皮膚 -   30ml旅行裝，方便攜帶,"Dona, Dona按摩, Dona 禮盒, Dona Massage Gift ,  DONA Let Me Kiss You Massage Gift, System JO Dona Let Me Touch You , Dona by Jo Let Me Touch You Massage Gift Set",N,N,,,Y,Dona,N,169,139,,0,0,0,0,0,N,,55,E26855,0,+0,1,,,,,,,,,,,,,,,,,,,,,796494406007,5fc615caa968ad0023a305ac,Primary,c3efddc77540a368c950701ac5e5b4d5,9994624cc690c61920d7147a5c481934
5fc61d3f56ee2a002c1c2790,Obsessive Miamor Robe & Thong Black S/M,Obsessive Miamor 睡袍&丁字褲 黑色 S/M,,,Obsessive Miamor Robe & Thong Black S/M,Obsessive Miamor 睡袍&丁字褲 黑色 S/M,"Put me on! Isn’t this robe fabulous? It would look perfect on you. So let yourself loosen up and feel this delicate fabric and incredibly feminine lace on your skin. The evening is about to begin, so? Enjoy it!  Tantalising detail",穿上這件完美的睡袍是不是很棒？讓自己放鬆一下，感受這種精緻的面料和絲滑的蕾絲在皮膚上...... 晚上要開始了，所以？ 好好享受！  詳細資料： 蕾絲袖性感睡袍 精緻的面料和完美的細節！ 肩上精緻的蕾絲增添了許多魅力 邊緣飾有精美的緞帶 緞帶可調整 包括丁字褲 彈性漂亮的面料（85% 聚酰胺，15% 彈性纖維）  Did2Fit 合適合身 特殊設計和調整   highly elastic fabric 高彈性物料 這件內衣是由高彈性的面料製成-保證完美貼合,"Obsessive Miamor 睡袍 & 丁字褲 - 黑色 - S/M, Obsessive Miamor ,  Miamor Robe & Thong Obsessive - Miamor 長袍和丁字褲- 藍綠色, 聚酰胺睡衣和睡袍女, 痴迷-Miamor长袍和丁字裤（白色）, 睡袍, 丁字褲, Obsessive",N,N,,,Y,Obsessive,N,458,0,,0,0,0,0,0,N,,191.76,E29325,2,+0,1,,,,,,,,,,,,,,,,,,,,,5901688209745,5fc61d3f56ee2a002c1c2795,Primary,41dc956e53e3628a772aa9d7a741edfb,b9c894a9901900dcb0462a66ec4f42a8
5fc77289ac715b0017d7051d,System JO - H2O Lubricant Banana,System JO 有機天然水性潤滑劑 香蕉味,,,System JO - H2O Lubricant Banana,System JO 有機天然水性潤滑劑 香蕉味,"The only water-based lube that feels just like silicone, now in 15 irresistible flavors! JO H2O Flavored Lubricants deliver a deliciously smooth, longer lasting glide with no artificial sweeteners and no aftertaste.- 15 delicious ",口交專用潤滑劑，安全食用！愛情就如天然的一樣！System JO Organic 是唯一 USDA 認可的有機潤滑劑，100% 有機製造。使用安全水性配方，不黏及不粘。不含麩質，無添加糖，冇甜味劑。100% 乳膠安全，可與任何玩具一起使用。款式：香蕉味容量：30ml,"System JO , System JO香蕉味, System JO 香蕉,H2O Lubricant ,H2O Lubricant Banana, System JO Banana",N,N,,,Y,System JO,N,62,0,,0,0,0,0,0,N,N,28,E25047,10,,1,,,62bac433bdc6450024fb9c4b,,30ml,3,+0,62,0,,0,0,0,0,0,28,0.3,E25047,,,796494101230,62bac433bdc6450024fb9c54,Primary,54f5d0d45e4a1b18c18f4acea476b08d,cb78f6828d88ffca6224a9ff828db83b
5fc77289ac715b0017d7051d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62bac433bdc6450024fb9c4c,,120ml,5,+0,148,0,,0,0,0,0,0,58,0.5,E25310,,,796494401736,62bac433bdc6450024fb9c58,Primary,0bd313302adb83a3addc39fe2ad548b8,48c5de9ea2e62068f4b8433a60d87643
5fc7a0fe38642500263f697d,System JO - H2O Lubricant Apple,System JO 有機天然水性潤滑劑 蘋果味,,,System JO - H2O Lubricant Apple,System JO 有機天然水性潤滑劑 蘋果味,"The only water-based lube that feels just like silicone, now in 15 irresistible flavors! JO H2O Flavored Lubricants deliver a deliciously smooth, longer lasting glide with no artificial sweeteners and no aftertaste.- 15 delicious ",口交專用潤滑劑，安全食用！愛情就如天然的一樣！System JO Organic 是唯一 USDA 認可的有機潤滑劑，100% 有機製造。使用安全水性配方，不黏及不粘。不含麩質，無添加糖，冇甜味劑。100% 乳膠安全，可與任何玩具一起使用。,"System JO, System JO 蘋果,System-Jo-有機天然潤滑劑-蘋果味-30ml, System JO H2O Flavored Lubricant, System JO香味潤滑液- 青蘋果味, System-Jo-有機天然潤滑劑, 香味潤滑液, 蘋果 潤滑劑",N,N,,,Y,System JO,N,62,0,,0,0,0,0,0,N,N,29.4,E25058,11,,1,,,62984cac55477000271cd027,,30ml,3,+0,62,0,,0,0,0,0,0,0,0.2,E25058,31.12,,796494103852,62984cac55477000271cd02f,Primary,2ba8aad6746185234a6b5e14c3ac65a3,b0a54b56adc221f1948b1e42c5f0fac0
5fc7a0fe38642500263f697d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62984cac55477000271cd028,,120ml,5,+0,148,0,,0,0,0,0,0,0,0.4,E25018,62.24,,796494403853,62984cac55477000271cd034,Primary,03060c0c7a651894f378f29a9cf96f24,e19396291d4a4e8e68bcdcc24fbfe385
5fc7b21a45324000261eeee7,System JO - H2O Lubricant Mint,System JO 有機天然水性潤滑劑 薄荷味,,,System JO - H2O Lubricant Mint,System JO 有機天然水性潤滑劑 薄荷味,"The only water-based lube that feels just like silicone, now in 15 irresistible flavors! JO H2O Flavored Lubricants deliver a deliciously smooth, longer lasting glide with no artificial sweeteners and no aftertaste.- 15 delicious ",口交專用潤滑劑，安全食用！愛情就如天然的一樣！System JO Organic 是唯一 USDA 認可的有機潤滑劑，100% 有機製造。使用安全水性配方，不黏及不粘。不含麩質，無添加糖，冇甜味劑。100% 乳膠安全，可與任何玩具一起使用。款式：薄荷味容量：30ml,"System JO , 美國System JO．JO GELATO 可食用潤滑液薄荷朱古力,System JO 香味潤滑液- 薄荷味30ML,System JO 润滑液清凉薄荷味, System JO薄荷味, System JO Mint , System JO  H2O Lubricant Mint ,薄荷潤滑液",N,N,,,Y,System JO,N,62,0,,0,0,0,0,0,N,N,29,E25046,7,,1,,,62bc165369eddb001bd6e391,,30ml,3,+0,62,0,,0,0,0,0,0,29,0.3,WD0001844,E25046,,796494103838,62bc165369eddb001bd6e39a,Primary,5ffe2ba24ffacd19ffb63da3b7847285,bb49fcbb01f2e4996fc776239be44300
5fc7b21a45324000261eeee7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62bc165369eddb001bd6e392,,120ml,3,+0,148,0,,0,0,0,0,0,59,0.5,WD0001843,E25043,,796494403839,62bc165369eddb001bd6e39e,Primary,956e010a0c3a69ef014dc2e560ebd48c,1f67ef1b915e45e2685da730af6617fd
5fc7b4d66d7f497795758f57,System JO - H2O Lubricant Tropical Passion,System JO 有機天然水性潤滑劑 熱帶果味,,,System JO - H2O Lubricant Tropical,System JO 有機天然水性潤滑劑 熱帶果味,"The only water-based lube that feels just like silicone, now in 15 irresistible flavors! JO H2O Flavored Lubricants deliver a deliciously smooth, longer lasting glide with no artificial sweeteners and no aftertaste.- 15 delicious ",口交專用潤滑劑，安全食用！愛情就如天然的一樣！System JO Organic 是唯一 USDA 認可的有機潤滑劑，100% 有機製造。使用安全水性配方，不黏及不粘。不含麩質，無添加糖，冇甜味劑。100% 乳膠安全，可與任何玩具一起使用。款式：熱帶果味容量：30ml,"System JO, System JO熱帶, 美國System JO H2O系列Tropical Passion 熱帶水果味可食用水性潤滑液,System JO H2O 熱帶激情味水性潤滑劑, 美國-Jo H2O -可食用水溶性潤滑液-熱帶水果味, System JO H2O Flavored 水溶性香味果香系列",N,N,,,Y,System JO,N,62,0,,0,0,0,0,0,N,N,29,E25055,16,,1,,,62bd27c70cc6760018c23052,,30ml,6,+0,62,0,,0,0,0,0,0,29,0.3,SY423LW16,E25055,,796494101216,62bd27c70cc6760018c2305f,Primary,9c07462e8c3605dde892810e5a1f13f2,d2d9714c135b946eaf87b73e860eb1f6
5fc7b4d66d7f497795758f57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62bd27c70cc6760018c23053,,60ml,4,+0,110,0,,0,0,0,0,0,38.99,0.4,WD0001841,E32409,,796494201213,62bd27c70cc6760018c23063,Primary,abce46aedda4141d0d439e1a301707c0,e1ca97ec8b1d9b4edb86dee14a3caff9
5fc7b4d66d7f497795758f57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62bd27c70cc6760018c23054,,120ml,2,+0,148,0,,0,0,0,0,0,59,0.5,SY525MM19,E25015,,796494401217,62bd27c70cc6760018c23067,Primary,a620000a04d43667c534f700a508942d,498d601a6d7f06db9464969a510217fd
5fc7b7457ecab54b4987d40e,System JO - H2O Lubricant Peach,System JO 有機天然水性潤滑劑 白桃味,,,System JO - H2O Lubricant Peach,System JO 有機天然水性潤滑劑 白桃味,"The only water-based lube that feels just like silicone, now in 15 irresistible flavors! JO H2O Flavored Lubricants deliver a deliciously smooth, longer lasting glide with no artificial sweeteners and no aftertaste.- 15 delicious ",口交專用潤滑劑，安全食用！愛情就如天然的一樣！System JO Organic 是唯一 USDA 認可的有機潤滑劑，100% 有機製造。使用安全水性配方，不黏及不粘。不含麩質，無添加糖，冇甜味劑。100% 乳膠安全，可與任何玩具一起使用。款式：白桃味容量：30ml,"System JO , System JO 白桃,  System-Jo-有機天然潤滑劑-,  System JO香味潤滑液- 蜜桃味, 美國System JO H2O系列Peach Lips 水密桃味, System JO 可食用水溶性潤滑液香濃蜜桃味, 美國JO 風味型可直接食用水溶性潤滑液蜜桃味, 桃味潤滑劑",N,N,,,Y,System JO,N,62,0,,0,0,0,0,0,N,N,29.52,E25052,18,,1,,,62bd2a3b34c91100219f614b,,30ml,7,+0,62,0,,0,0,0,0,0,0,0.3,SY362DQ19,E25052,,796494101261,62bd2a3b34c91100219f6154,Primary,d89096df2f6d6772e0472429b723753e,858d1a7f63f76a69fd48d877104f73a0
